epoch,train_loss,val_loss,lr
1,1.394540216309655,0.7433331990242005,0.0005
2,0.7111755754259299,0.5776165816187858,0.0005
3,0.5921919296561468,0.45766614824533464,0.0005
4,0.5110266398801546,0.4088844659924507,0.0005
5,0.4760533381466713,0.5144842764735222,0.0005
6,0.4383330579050613,0.37503816932439804,0.0005
7,0.4376325234958921,0.41788421869277953,0.0005
8,0.41018369950680217,0.38375316441059115,0.0005
9,0.3799575131123114,0.5038176706433296,0.0005
10,0.38685791501744027,0.30011757388710975,0.0005
11,0.3627486499371352,0.42643698036670685,0.0005
12,0.34956964546883545,0.3288454508781433,0.0005
13,0.34972672158795776,0.3072192381322384,0.0005
14,0.33532909476370726,0.37348724603652955,0.0005
15,0.3307746050641041,0.26092955350875857,0.0005
16,0.33038818451767216,0.2977850890159607,0.0005
17,0.32384705112663786,0.25740835949778557,0.0005
18,0.3125337643630376,0.25042134955525397,0.0005
19,0.31249951552725097,0.39420681446790695,0.0005
20,0.30404268263177536,0.2543377795815468,0.0005
21,0.30331326414821574,0.28218043461441994,0.0005
22,0.2960637607878256,0.2715607385337353,0.0005
23,0.30044801306506297,0.2956492798030376,0.0005
24,0.2934056518580576,0.25576382093131544,0.00025
25,0.2443289584856518,0.2036016284674406,0.00025
26,0.23905049521877408,0.239238932877779,0.00025
27,0.2391679097932798,0.27477052867412566,0.00025
28,0.2331854036212695,0.20578655697405338,0.00025
29,0.23339638721216657,0.20935286216437818,0.00025
30,0.2319814823207254,0.19993739418685436,0.00025
31,0.23863025664380103,0.2314689838886261,0.00025
32,0.23657019614627717,0.23731315433979033,0.00025
33,0.23499935582712894,0.2468812595307827,0.00025
34,0.23050494447212527,0.23841940402984618,0.00025
35,0.22759887985163918,0.23928550235927104,0.00025
36,0.23385021158240057,0.18656469002366066,0.00025
37,0.2287394111420997,0.24584398671984672,0.00025
38,0.23114374260847717,0.20891478523612023,0.00025
39,0.22342042986504257,0.22627207048237324,0.00025
40,0.2280412117938075,0.21448388010263442,0.00025
41,0.22670171708056722,0.22021883800625802,0.00025
42,0.22479896541521807,0.18440422907471657,0.00025
43,0.2235968184966268,0.1958219913393259,0.00025
44,0.22221347928260413,0.21978240594267845,0.00025
45,0.22133449180308817,0.2418808426707983,0.00025
46,0.21896510756408374,0.3660250999033451,0.00025
47,0.22364608847194348,0.19512959696352483,0.00025
48,0.2216556607071398,0.24043601095676423,0.000125
49,0.19468680293979718,0.18431910213083028,0.000125
50,0.19409650331206293,0.240613287165761,0.000125
51,0.18912813403747147,0.18475434090942144,0.000125
52,0.18970100190223943,0.17791343107819557,0.000125
53,0.18950804041993338,0.27364750307053326,0.000125
54,0.188186264723878,0.19013790786266327,0.000125
55,0.18942061349003253,0.18175965182483197,0.000125
56,0.18769626916928675,0.17471194304525853,0.000125
57,0.1858500415437325,0.18029256276786326,0.000125
58,0.1863966741887633,0.18269405767321586,0.000125
59,0.18753802389383115,0.17435838587582111,0.000125
60,0.1834124596444545,0.17562679879367352,0.000125
