epoch,train_loss,train_loss_noise,train_loss_physics,train_loss_residual,val_loss,val_dei_p95,lr
45,0.2677862874360799,0.0004002882734964416,0.056413846085732335,2.466832093008334e-05,,,0.0001
46,0.267846524602536,0.00027142395186087573,0.05648405290983291,2.4671827137807047e-05,,,0.0001
47,0.26850094701404925,0.00022974304666184908,0.056379662520136146,2.4677849335538933e-05,,,0.0001
48,0.26830566226683483,0.00021060143163818603,0.05644905742380128,2.467848295324344e-05,,,0.0001
49,0.26765644137656647,0.00022544655562663625,0.05643734421113801,2.4671989848552782e-05,,,0.0001
50,0.26846189099530177,0.0002136031938734408,0.05646750357422212,2.4673778253517494e-05,,,0.0001
51,0.2682598135387055,0.0002185390142307008,0.05646666666878519,2.4674656131794863e-05,,,0.0001
52,0.26878707834616655,0.00020962049337766884,0.05644573530994406,2.4674694039656524e-05,,,0.0001
53,0.26852217199976997,0.00019951088702159554,0.05641941792725175,2.467415974520422e-05,,,0.0001
54,0.26831728534816895,0.00019573213860279095,0.056461456340740776,2.467144201273492e-05,,,0.0001
55,0.2687445936931504,0.00020235040021594517,0.05640032166154171,2.4673466336644318e-05,,,0.0001
56,0.2688120007765815,0.00020448739775228165,0.056394730963483956,2.4676200521168452e-05,,,0.0001
57,0.26897417357574005,0.000207369822045826,0.05641543975426041,2.4678154054542425e-05,,,0.0001
58,0.2687467019189688,0.00020590832474205335,0.056425876579927876,2.467314955841478e-05,,,0.0001
59,0.26894268137638017,0.00018969644535520722,0.05642269732295739,2.4679046339277114e-05,,,0.0001
60,0.2686340697360561,0.00020278941089542084,0.056442586278624404,2.4673332697575184e-05,,,0.0001
61,0.2692997908401569,0.00019610562573018457,0.056450286097761856,2.4677767451924193e-05,,,0.0001
62,0.26908686930182,0.00018502146645847393,0.056417304726932134,2.4675975289552078e-05,,,0.0001
63,0.2690546191877588,0.00019559875031380656,0.056445489148374155,2.467326014623352e-05,,,0.0001
64,0.26913382920753276,0.0002008731118915632,0.05645058069594505,2.4676990175397474e-05,,,0.0001
65,0.2688293113225839,0.00019312845324595082,0.056381798689551524,2.4676695199011472e-05,,,5e-05
66,0.2693809565495361,0.00017100482158553609,0.056432171645558596,2.4677793824208273e-05,,,5e-05
67,0.26942650963762393,0.00016800193778254477,0.05644664613087897,2.467871567517645e-05,,,5e-05
68,0.26938777332905967,0.0001719719727729973,0.05641720159393218,2.4676308224327225e-05,,,5e-05
69,0.26940223564603916,0.0001767821143690979,0.05640315544957715,2.4679444906190968e-05,,,5e-05
70,0.2698810804973949,0.00017578697488471006,0.056454433018485906,2.468133105886908e-05,,,5e-05
71,0.26960734447295015,0.00017510000982682216,0.05640244481674323,2.4679492322406328e-05,,,5e-05
72,0.2693125322987937,0.00016970695202629947,0.05642868729264347,2.4677020868546956e-05,,,5e-05
73,0.2694951507830459,0.0001670833873139897,0.056412191267410663,2.4680238679175458e-05,,,5e-05
74,0.2693602597146524,0.00017881063288184034,0.05644880901467093,2.4675393193038177e-05,,,5e-05
75,0.2694208109594555,0.00016317386427042776,0.05644961254066013,2.4677653279716402e-05,,,5e-05
76,0.26944150980122966,0.00016555766787768324,0.05643065576441586,2.467920252738408e-05,,,5e-05
77,0.2695642653664555,0.00017356126345751392,0.056437179129508006,2.467991961496008e-05,,,5e-05
78,0.26957265593688495,0.00016531820600863492,0.05641659427518872,2.4678694968095055e-05,,,5e-05
79,0.2692647679185225,0.0001642560068555185,0.05644921931478913,2.467896864025668e-05,,,5e-05
80,0.2694926066480903,0.00016602820581280533,0.056437785210407744,2.4678982137219303e-05,,,5e-05
