epoch,train_loss,train_loss_noise,train_loss_physics,train_loss_residual,val_loss,val_dei_p95,lr
1,0.28644095179358314,0.023536853298920392,0.05603728827045171,2.4618131495420432e-05,0.2625705623626709,5.059974889218358,0.0001
2,0.2633466927165335,0.0020915027837655493,0.056280103306323666,2.4626164832450814e-05,0.2647407555580139,5.073690182485716,0.0001
3,0.26358163593844935,0.0014224774244861514,0.056265633689672356,2.4632760313478582e-05,0.26260276973247526,4.900207475526724,0.0001
4,0.2632101657690625,0.0011908567201819268,0.05627996833863282,2.463039354950261e-05,0.2639588078856468,5.039652932320043,0.0001
5,0.26321083782648397,0.0011039575120570962,0.05627665996570328,2.4628299586471955e-05,0.26168871343135836,5.069168847981337,0.0001
6,0.2625245249983839,0.0008548353274426539,0.05630715741220899,2.462546887608084e-05,0.26090778291225436,5.0499559251723705,0.0001
7,0.26231068661216933,0.0008490465167324452,0.05631383332135375,2.462397464518694e-05,0.2658488982915878,5.04997932355644,0.0001
8,0.26259757495588726,0.0007511016332813083,0.05637449956646421,2.4624765253313605e-05,0.26626502484083175,5.042110704852711,0.0001
9,0.26220733702483806,0.0007605851348827597,0.056287275926721114,2.4624594205533102e-05,0.26778525531291963,5.044067139265625,0.0001
10,0.2623470392366652,0.0007073683988191038,0.056350385565592936,2.462267159804126e-05,0.2679007250070572,5.050374285693468,0.0001
11,0.2619892508544103,0.0006306697010366021,0.056370993528941565,2.461877147652558e-05,0.2704091084003448,5.060670907663025,0.0001
12,0.2616701126976647,0.0006132661545217906,0.05632479900183777,2.4623766700094445e-05,0.2705599999427795,5.336033005839139,0.0001
13,0.2619015136827724,0.000663032040092761,0.05631850533162303,2.4621828034049686e-05,0.2692799210548401,5.199002256688518,0.0001
14,0.2618236629549502,0.0006103762882373214,0.05638642511949859,2.46207774038376e-05,0.26841295540332794,4.973821909324778,0.0001
15,0.26186159132707,0.0005683290928756851,0.05637038614199519,2.4626686351105488e-05,0.2710958117246628,5.041655573352094,0.0001
16,0.26167950889578573,0.0005906151561527074,0.05630138219939388,2.461880028331568e-05,0.2701005500555038,5.0857018159921585,0.0001
17,0.2615813974052768,0.0005871881411888288,0.056285513054598314,2.4619570816720066e-05,0.26976970076560974,5.254083049264817,0.0001
18,0.261826213499412,0.0005407128570025539,0.05633944838726423,2.462379718041604e-05,,,0.0001
19,0.26166817269943377,0.0005478075153059334,0.05638987915464975,2.4619572237614145e-05,,,0.0001
20,0.26157424122295797,0.0005475206996658378,0.056285429973255606,2.4617892932204114e-05,,,0.0001
21,0.2621512476618242,0.0005246553398079438,0.056437284061653846,2.462980640942718e-05,,,0.0001
22,0.26173107239483584,0.000523001804841482,0.0563784440021385,2.4624455039063508e-05,,,0.0001
23,0.2617910217982952,0.0005015696163535407,0.056359981699385726,2.462235612740175e-05,,,0.0001
24,0.2617518123026047,0.0005364594873649841,0.05634941744872115,2.4616017806766474e-05,,,0.0001
25,0.2621852615691395,0.0005004202609631682,0.05628433702936904,2.4619329249415183e-05,,,0.0001
26,0.262328813360496,0.0005034827964948937,0.05637417607689872,2.4627520011710307e-05,,,0.0001
27,0.26251780615511167,0.0004728793163197068,0.056340550010167814,2.4630398479760083e-05,,,0.0001
28,0.2624333732407101,0.0005016511909728157,0.05633505963115178,2.4627529498628106e-05,,,0.0001
29,0.26288382552238027,0.00048065578872404574,0.056341595250426445,2.4631888265766576e-05,,,0.0001
30,0.2632193181927156,0.0004813914465159805,0.05635316043414853,2.463479386554382e-05,,,0.0001
31,0.26376541231065886,0.000488518440026309,0.05645029288042425,2.4642686831866252e-05,,,0.0001
32,0.2638851400552575,0.00048562819296672473,0.05636946697208265,2.4642086051666998e-05,,,0.0001
33,0.2640914561647157,0.00047360658466915706,0.056455842016252256,2.4639627177619866e-05,,,0.0001
34,0.2647308811720975,0.00048299730107877507,0.05642079852555913,2.4650102582950163e-05,,,0.0001
35,0.2644300099575158,0.0004577639314209022,0.056360398671238585,2.4644399654605857e-05,,,0.0001
36,0.26532870776926226,0.00048297259959464566,0.056424081951900316,2.46575865606825e-05,,,0.0001
37,0.2650340334057607,0.0004655277971936267,0.056413610320795414,2.464759515658486e-05,,,0.0001
38,0.2661228753902294,0.0004666750250768441,0.056389554565214245,2.4653783990894833e-05,,,0.0001
39,0.26631069572184624,0.00047245230805501183,0.05639561015943235,2.4654656643405504e-05,,,0.0001
40,0.266448286245969,0.00044020509718662923,0.05638759085431896,2.4660585010069522e-05,,,0.0001
41,0.2672668974783886,0.00046125303170850904,0.05641248154764374,2.4665683358700933e-05,,,0.0001
42,0.26643268326266045,0.00048599011301341693,0.05637223749368229,2.465384258593312e-05,,,0.0001
43,0.2672144416280668,0.00043825714287976423,0.0564127790989348,2.4662973865273707e-05,,,0.0001
44,0.267375318126546,0.0004448808974458841,0.056399211719450275,2.466532910439005e-05,,,0.0001
