epoch,train_loss,val_loss,lr
1,1.0417144153555635,0.6735740041732788,0.0005
2,0.6325632932435985,0.4659795701503754,0.0005
3,0.4802775267599408,0.380388543009758,0.0005
4,0.4158480216056008,0.39706319093704223,0.0005
5,0.36397310951567863,0.3131152415275574,0.0005
6,0.33261179888890646,0.28145321846008303,0.0005
7,0.32433740940785366,0.2639716427028179,0.0005
8,0.30231439312825903,0.23227532103657722,0.0005
9,0.29406003724244306,0.3203266924619675,0.0005
10,0.28008933487639887,0.2599877920746803,0.0005
11,0.27014856355308686,0.2530891762673855,0.0005
12,0.25560620618099816,0.21430955618619918,0.0005
13,0.25202771907465327,0.21827536940574646,0.0005
14,0.2511128292729457,0.20923901557922364,0.0005
15,0.2509016351278884,0.18270752862095832,0.0005
16,0.24782742781294917,0.20332660108804704,0.0005
17,0.23745210042618442,0.1824822561442852,0.0005
18,0.23527178801094442,0.18646690145134925,0.0005
19,0.22975828980882762,0.33599181085824964,0.0005
20,0.22557589103489714,0.1881549686193466,0.0005
21,0.22436865174873208,0.2502820584177971,0.0005
22,0.22335847638396902,0.20393636018037797,0.0005
23,0.21937380405299692,0.17948680490255356,0.0005
24,0.21132019458821527,0.1780074106156826,0.0005
25,0.2115109706335146,0.19823841601610184,0.0005
26,0.205121986596196,0.17888918831944467,0.0005
27,0.20945308173721286,0.2179734355211258,0.0005
28,0.20817716426595492,0.1938734968006611,0.0005
29,0.2048079803937212,0.18023095831274985,0.0005
30,0.19975195936419646,0.16672198742628097,0.0005
31,0.2019029704427428,0.19388875588774682,0.0005
32,0.20076595535282335,0.2067748612165451,0.0005
33,0.205862124541442,0.19791325718164443,0.0005
34,0.20004051517042948,0.17513842180371283,0.0005
35,0.19647075240547307,0.21755577579140664,0.0005
36,0.1985583680365172,0.16699691079556941,0.00025
37,0.16958005337972784,0.16764595568180085,0.00025
38,0.1689599982026952,0.14926110193133355,0.00025
39,0.16511151678734756,0.17136041186749934,0.00025
40,0.16454277164694736,0.1568571238219738,0.00025
41,0.16661606855715566,0.1654190232604742,0.00025
42,0.16682451979103513,0.17247121572494506,0.00025
43,0.1656098074690511,0.15609852381050587,0.00025
44,0.16277152197341424,0.16393091343343258,0.000125
45,0.14791764369272073,0.15507639534771442,0.000125
46,0.14767334457668743,0.15050365447998046,0.000125
47,0.14831712171560787,0.14516013704240321,0.000125
48,0.14669327450734296,0.15010444186627864,0.000125
49,0.14528602977857144,0.14265080124139787,0.000125
50,0.14617315078975776,0.15058993369340898,0.000125
51,0.14661700266604671,0.13743832565844058,0.000125
52,0.14415592648032488,0.14184040263295172,0.000125
53,0.14422801034117388,0.1757988826930523,0.000125
54,0.14446740351172058,0.1436790818721056,0.000125
55,0.14338904606360278,0.15009650759398938,0.000125
56,0.14229443229057573,0.1518633134663105,0.000125
57,0.14191732740794819,0.1415355608612299,6.25e-05
58,0.1344170867471708,0.1443775963038206,6.25e-05
59,0.13373183895228588,0.13611976824700833,6.25e-05
60,0.13314076151654927,0.13850426502525806,6.25e-05
