epoch,train_loss,train_loss_noise,train_loss_physics,train_loss_residual,val_loss,val_dei_p95,lr
55,0.1496805007810946,0.02078362478269421,0.0359536876971755,1.67426732529904e-05,,,0.0001
56,0.15240221891414235,0.020958504734814844,0.03667152582480406,1.712699084999607e-05,,,0.0001
57,0.1515057681768079,0.020856030940733575,0.036674694134226624,1.697108528199838e-05,,,0.0001
58,0.1505584603752502,0.020858695042266288,0.0363214767445114,1.6882359998722336e-05,,,0.0001
59,0.14893439402082553,0.020889962500475524,0.035853522099469876,1.6726302707027063e-05,,,0.0001
60,0.1510949612497932,0.02077869380673751,0.03658048161391721,1.6917120859812e-05,,,5e-05
61,0.15048895936509477,0.02064089789854908,0.035707646626148136,1.6888351951544763e-05,,,5e-05
62,0.14990881111422671,0.020797279317665732,0.03587386105170392,1.6862355707159778e-05,,,5e-05
63,0.14937314695305495,0.020464824350324994,0.03588207014122984,1.669830856919992e-05,,,5e-05
64,0.1491800372485661,0.020451364661676665,0.03606925531036082,1.6746128968829585e-05,,,5e-05
65,0.1503168431891486,0.02050439558487373,0.03644383094910068,1.687644593554675e-05,,,5e-05
66,0.15034781100372674,0.02049874789896813,0.036191910814167776,1.6793448175250353e-05,,,5e-05
67,0.14847444207642715,0.0205647757916589,0.03599941913118454,1.666590109187272e-05,,,5e-05
68,0.1494176808167688,0.020618200649410136,0.036316737029227185,1.6722195862648088e-05,,,5e-05
69,0.14883058624473786,0.020405508987825074,0.03589552980733985,1.6751212427164745e-05,,,5e-05
70,0.1494178975985608,0.02054570413269855,0.03650211518131015,1.6802080638661865e-05,,,5e-05
71,0.1490213158681537,0.020607605209630547,0.03557921603995435,1.6745660856193763e-05,,,5e-05
72,0.1494973324276883,0.020366364722343957,0.035566620409440856,1.6759802379163234e-05,,,5e-05
73,0.14894316525446244,0.020551694055348135,0.03572529674819686,1.6732620575132282e-05,,,5e-05
74,0.14937414729698037,0.02065551603880871,0.03626325244091056,1.680738949608138e-05,,,5e-05
75,0.14987323354139473,0.02064807949625332,0.036441468693878855,1.6815000279040718e-05,,,5e-05
76,0.1500924848528071,0.020429000963993145,0.0364940908840569,1.685016711123448e-05,,,5e-05
77,0.15063625229804806,0.020509971993244707,0.03631822195712333,1.6889685569349056e-05,,,5e-05
78,0.15056267778016,0.02061832747704378,0.03606497450956686,1.6961073657337766e-05,,,5e-05
79,0.14911333499444956,0.020585663555509816,0.03598936746698124,1.6712413323472814e-05,,,5e-05
80,0.15087610880941504,0.02019398759851414,0.03635573267496915,1.684443735432761e-05,,,5e-05
