mse_mean,mae_mean,dei_error_mean,mse_p95,mae_p95,dei_error_p95,mse_std,mae_std,dei_error_std,n_samples,high_exchange_n_samples,high_exchange_mse_mean,high_exchange_mae_mean,high_exchange_dei_error_mean,high_exchange_mse_p95,high_exchange_mae_p95,small_separation_n_samples,small_separation_mse_mean,small_separation_mae_mean,small_separation_dei_error_mean,small_separation_mse_p95,small_separation_mae_p95,high_noise_n_samples,high_noise_mse_mean,high_noise_mae_mean,high_noise_dei_error_mean,high_noise_mse_p95,high_noise_mae_p95,low_noise_n_samples,low_noise_mse_mean,low_noise_mae_mean,low_noise_dei_error_mean,low_noise_mse_p95,low_noise_mae_p95,high_dei_n_samples,high_dei_mse_mean,high_dei_mae_mean,high_dei_dei_error_mean,high_dei_mse_p95,high_dei_mae_p95,low_dei_n_samples,low_dei_mse_mean,low_dei_mae_mean,low_dei_dei_error_mean,low_dei_mse_p95,low_dei_mae_p95
2.751448202798201e-05,0.0004698563742567785,0.4995796579055697,4.387255958135937e-05,0.00048253764980472625,0.9843404260604119,9.542262303962197e-06,1.1173682181478051e-05,0.24313563803382857,500,83,2.5168534138864775e-05,0.0004700977230410888,0.459643735791403,4.4118065125076095e-05,0.00048243873752653596,500,2.751448202798201e-05,0.0004698563742567785,0.4995796579055697,4.387255958135937e-05,0.00048253764980472625,144,2.7953019052044208e-05,0.00047060862885296554,0.5156322394637222,4.3592645852186245e-05,0.0004825583440833725,93,2.878795369538874e-05,0.0004693091667372413,0.513020613209397,4.3670187733368944e-05,0.00048183781909756364,91,1.683702350499436e-05,0.0004668437976871136,0.4090083462990847,2.4700610083527863e-05,0.00048015844367910177,143,3.302594432552342e-05,0.0004718697829728855,0.5313942715690383,4.786825120390859e-05,0.000482236995594576
